,model,exp_type,verb,action,true,pred,prompt,response
449,jurassic-large,object-control,called upon,to dance,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules called upon Yves to dance.

Question:  Who danced, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules called upon Yves to dance.\n\nQuestion:  Who danced, Jules or Yves?\nAnswer: ', ' Jules danced')"
450,jurassic-large,object-control,reminded,to leave,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules reminded Yves to leave.

Question:  Who left, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules reminded Yves to leave.\n\nQuestion:  Who left, Jules or Yves?\nAnswer: ', ' Jules left')"
451,jurassic-large,object-control,reminded,to call home,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules reminded Yves to call home.

Question:  Who called home, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules reminded Yves to call home.\n\nQuestion:  Who called home, Jules or Yves?\nAnswer: ', ' Jules called')"
452,jurassic-large,object-control,reminded,to reply,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules reminded Yves to reply.

Question:  Who replied, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules reminded Yves to reply.\n\nQuestion:  Who replied, Jules or Yves?\nAnswer: ', ' Jules replied')"
453,jurassic-large,object-control,reminded,to wipe the counter,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules reminded Yves to wipe the counter.

Question:  Who wiped the counter, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules reminded Yves to wipe the counter.\n\nQuestion:  Who wiped the counter, Jules or Yves?\nAnswer: ', ' Jules wiped')"
454,jurassic-large,object-control,reminded,to dance,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules reminded Yves to dance.

Question:  Who danced, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules reminded Yves to dance.\n\nQuestion:  Who danced, Jules or Yves?\nAnswer: ', ' Jules danced')"
455,jurassic-large,object-control,urged,to leave,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules urged Yves to leave.

Question:  Who left, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules urged Yves to leave.\n\nQuestion:  Who left, Jules or Yves?\nAnswer: ', ' Jules left')"
456,jurassic-large,object-control,urged,to call home,Yves,other,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules urged Yves to call home.

Question:  Who called home, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules urged Yves to call home.\n\nQuestion:  Who called home, Jules or Yves?\nAnswer: ', ' Jules.')"
457,jurassic-large,object-control,urged,to reply,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules urged Yves to reply.

Question:  Who replied, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules urged Yves to reply.\n\nQuestion:  Who replied, Jules or Yves?\nAnswer: ', ' Jules replied')"
458,jurassic-large,object-control,urged,to wipe the counter,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules urged Yves to wipe the counter.

Question:  Who wiped the counter, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules urged Yves to wipe the counter.\n\nQuestion:  Who wiped the counter, Jules or Yves?\nAnswer: ', ' Jules wiped')"
459,jurassic-large,object-control,urged,to dance,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules urged Yves to dance.

Question:  Who danced, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules urged Yves to dance.\n\nQuestion:  Who danced, Jules or Yves?\nAnswer: ', ' Jules danced')"
460,jurassic-large,object-control,asked,to leave,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules asked Yves to leave.

Question:  Who left, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules asked Yves to leave.\n\nQuestion:  Who left, Jules or Yves?\nAnswer: ', ' Jules left')"
461,jurassic-large,object-control,asked,to call home,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules asked Yves to call home.

Question:  Who called home, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules asked Yves to call home.\n\nQuestion:  Who called home, Jules or Yves?\nAnswer: ', ' Jules called')"
462,jurassic-large,object-control,asked,to reply,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules asked Yves to reply.

Question:  Who replied, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules asked Yves to reply.\n\nQuestion:  Who replied, Jules or Yves?\nAnswer: ', ' Jules replied')"
463,jurassic-large,object-control,asked,to wipe the counter,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules asked Yves to wipe the counter.

Question:  Who wiped the counter, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules asked Yves to wipe the counter.\n\nQuestion:  Who wiped the counter, Jules or Yves?\nAnswer: ', ' Jules wiped')"
464,jurassic-large,object-control,asked,to dance,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules asked Yves to dance.

Question:  Who danced, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules asked Yves to dance.\n\nQuestion:  Who danced, Jules or Yves?\nAnswer: ', ' Jules danced')"
465,jurassic-large,object-control,pleaded with,to leave,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules pleaded with Yves to leave.

Question:  Who left, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules pleaded with Yves to leave.\n\nQuestion:  Who left, Jules or Yves?\nAnswer: ', ' Jules left')"
466,jurassic-large,object-control,pleaded with,to call home,Yves,other,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules pleaded with Yves to call home.

Question:  Who called home, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules pleaded with Yves to call home.\n\nQuestion:  Who called home, Jules or Yves?\nAnswer: ', ' Jules.')"
467,jurassic-large,object-control,pleaded with,to reply,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules pleaded with Yves to reply.

Question:  Who replied, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules pleaded with Yves to reply.\n\nQuestion:  Who replied, Jules or Yves?\nAnswer: ', ' Jules replied')"
468,jurassic-large,object-control,pleaded with,to wipe the counter,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules pleaded with Yves to wipe the counter.

Question:  Who wiped the counter, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules pleaded with Yves to wipe the counter.\n\nQuestion:  Who wiped the counter, Jules or Yves?\nAnswer: ', ' Jules wiped')"
469,jurassic-large,object-control,pleaded with,to dance,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules pleaded with Yves to dance.

Question:  Who danced, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules pleaded with Yves to dance.\n\nQuestion:  Who danced, Jules or Yves?\nAnswer: ', ' Jules danced')"
470,jurassic-large,object-control,persuaded,to leave,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules persuaded Yves to leave.

Question:  Who left, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules persuaded Yves to leave.\n\nQuestion:  Who left, Jules or Yves?\nAnswer: ', ' Jules left')"
471,jurassic-large,object-control,persuaded,to call home,Yves,other,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules persuaded Yves to call home.

Question:  Who called home, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules persuaded Yves to call home.\n\nQuestion:  Who called home, Jules or Yves?\nAnswer: ', ' Jules.')"
472,jurassic-large,object-control,persuaded,to reply,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules persuaded Yves to reply.

Question:  Who replied, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules persuaded Yves to reply.\n\nQuestion:  Who replied, Jules or Yves?\nAnswer: ', ' Jules replied')"
473,jurassic-large,object-control,persuaded,to wipe the counter,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules persuaded Yves to wipe the counter.

Question:  Who wiped the counter, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules persuaded Yves to wipe the counter.\n\nQuestion:  Who wiped the counter, Jules or Yves?\nAnswer: ', ' Jules wiped')"
474,jurassic-large,object-control,persuaded,to dance,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules persuaded Yves to dance.

Question:  Who danced, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules persuaded Yves to dance.\n\nQuestion:  Who danced, Jules or Yves?\nAnswer: ', ' Jules danced')"
475,jurassic-large,object-control,convinced,to leave,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules convinced Yves to leave.

Question:  Who left, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules convinced Yves to leave.\n\nQuestion:  Who left, Jules or Yves?\nAnswer: ', ' Jules left')"
476,jurassic-large,object-control,convinced,to call home,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules convinced Yves to call home.

Question:  Who called home, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules convinced Yves to call home.\n\nQuestion:  Who called home, Jules or Yves?\nAnswer: ', ' Jules\n')"
477,jurassic-large,object-control,convinced,to reply,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules convinced Yves to reply.

Question:  Who replied, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules convinced Yves to reply.\n\nQuestion:  Who replied, Jules or Yves?\nAnswer: ', ' Jules replied')"
478,jurassic-large,object-control,convinced,to wipe the counter,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules convinced Yves to wipe the counter.

Question:  Who wiped the counter, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules convinced Yves to wipe the counter.\n\nQuestion:  Who wiped the counter, Jules or Yves?\nAnswer: ', ' Jules wiped')"
479,jurassic-large,object-control,convinced,to dance,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules convinced Yves to dance.

Question:  Who danced, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules convinced Yves to dance.\n\nQuestion:  Who danced, Jules or Yves?\nAnswer: ', ' Jules danced')"
480,jurassic-large,object-control,forced,to leave,Yves,other,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules forced Yves to leave.

Question:  Who left, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules forced Yves to leave.\n\nQuestion:  Who left, Jules or Yves?\nAnswer: ', ' Jules.')"
481,jurassic-large,object-control,forced,to call home,Yves,other,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules forced Yves to call home.

Question:  Who called home, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules forced Yves to call home.\n\nQuestion:  Who called home, Jules or Yves?\nAnswer: ', ' Jules.')"
482,jurassic-large,object-control,forced,to reply,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules forced Yves to reply.

Question:  Who replied, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules forced Yves to reply.\n\nQuestion:  Who replied, Jules or Yves?\nAnswer: ', ' Jules replied')"
483,jurassic-large,object-control,forced,to wipe the counter,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules forced Yves to wipe the counter.

Question:  Who wiped the counter, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules forced Yves to wipe the counter.\n\nQuestion:  Who wiped the counter, Jules or Yves?\nAnswer: ', ' Jules wiped')"
484,jurassic-large,object-control,forced,to dance,Yves,other,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules forced Yves to dance.

Question:  Who danced, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules forced Yves to dance.\n\nQuestion:  Who danced, Jules or Yves?\nAnswer: ', ' Jules.')"
485,jurassic-large,object-control,pushed,to leave,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules pushed Yves to leave.

Question:  Who left, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules pushed Yves to leave.\n\nQuestion:  Who left, Jules or Yves?\nAnswer: ', ' Jules left')"
486,jurassic-large,object-control,pushed,to call home,Yves,other,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules pushed Yves to call home.

Question:  Who called home, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules pushed Yves to call home.\n\nQuestion:  Who called home, Jules or Yves?\nAnswer: ', ' Jules.')"
487,jurassic-large,object-control,pushed,to reply,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules pushed Yves to reply.

Question:  Who replied, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules pushed Yves to reply.\n\nQuestion:  Who replied, Jules or Yves?\nAnswer: ', ' Jules replied')"
488,jurassic-large,object-control,pushed,to wipe the counter,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules pushed Yves to wipe the counter.

Question:  Who wiped the counter, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules pushed Yves to wipe the counter.\n\nQuestion:  Who wiped the counter, Jules or Yves?\nAnswer: ', ' Jules wiped')"
489,jurassic-large,object-control,pushed,to dance,Yves,Jules,"You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".
Context: Jules pushed Yves to dance.

Question:  Who danced, Jules or Yves?
Answer: ","('You will be given a context and a question. Answer the question with either ""Jules"" or ""Yves"".\nContext: Jules pushed Yves to dance.\n\nQuestion:  Who danced, Jules or Yves?\nAnswer: ', ' Jules danced')"
490,jurassic-large,object-control,told,to leave,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt told Lena to leave.

Question:  Who left, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt told Lena to leave.\n\nQuestion:  Who left, Kurt or Lena?\nAnswer: ', ' Lena left')"
491,jurassic-large,object-control,told,to call home,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt told Lena to call home.

Question:  Who called home, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt told Lena to call home.\n\nQuestion:  Who called home, Kurt or Lena?\nAnswer: ', ' Lena called')"
492,jurassic-large,object-control,told,to reply,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt told Lena to reply.

Question:  Who replied, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt told Lena to reply.\n\nQuestion:  Who replied, Kurt or Lena?\nAnswer: ', ' Lena replied')"
493,jurassic-large,object-control,told,to wipe the counter,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt told Lena to wipe the counter.

Question:  Who wiped the counter, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt told Lena to wipe the counter.\n\nQuestion:  Who wiped the counter, Kurt or Lena?\nAnswer: ', ' Lena wiped')"
494,jurassic-large,object-control,told,to dance,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt told Lena to dance.

Question:  Who danced, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt told Lena to dance.\n\nQuestion:  Who danced, Kurt or Lena?\nAnswer: ', ' Lena danced')"
495,jurassic-large,object-control,ordered,to leave,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt ordered Lena to leave.

Question:  Who left, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt ordered Lena to leave.\n\nQuestion:  Who left, Kurt or Lena?\nAnswer: ', ' Lena left')"
496,jurassic-large,object-control,ordered,to call home,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt ordered Lena to call home.

Question:  Who called home, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt ordered Lena to call home.\n\nQuestion:  Who called home, Kurt or Lena?\nAnswer: ', ' Lena called')"
497,jurassic-large,object-control,ordered,to reply,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt ordered Lena to reply.

Question:  Who replied, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt ordered Lena to reply.\n\nQuestion:  Who replied, Kurt or Lena?\nAnswer: ', ' Lena replied')"
498,jurassic-large,object-control,ordered,to wipe the counter,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt ordered Lena to wipe the counter.

Question:  Who wiped the counter, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt ordered Lena to wipe the counter.\n\nQuestion:  Who wiped the counter, Kurt or Lena?\nAnswer: ', ' Lena wiped')"
499,jurassic-large,object-control,ordered,to dance,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt ordered Lena to dance.

Question:  Who danced, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt ordered Lena to dance.\n\nQuestion:  Who danced, Kurt or Lena?\nAnswer: ', ' Lena danced')"
500,jurassic-large,object-control,exhorted,to leave,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt exhorted Lena to leave.

Question:  Who left, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt exhorted Lena to leave.\n\nQuestion:  Who left, Kurt or Lena?\nAnswer: ', ' Lena left')"
501,jurassic-large,object-control,exhorted,to call home,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt exhorted Lena to call home.

Question:  Who called home, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt exhorted Lena to call home.\n\nQuestion:  Who called home, Kurt or Lena?\nAnswer: ', ' Lena called')"
502,jurassic-large,object-control,exhorted,to reply,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt exhorted Lena to reply.

Question:  Who replied, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt exhorted Lena to reply.\n\nQuestion:  Who replied, Kurt or Lena?\nAnswer: ', ' Lena replied')"
503,jurassic-large,object-control,exhorted,to wipe the counter,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt exhorted Lena to wipe the counter.

Question:  Who wiped the counter, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt exhorted Lena to wipe the counter.\n\nQuestion:  Who wiped the counter, Kurt or Lena?\nAnswer: ', ' Lena wiped')"
504,jurassic-large,object-control,exhorted,to dance,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt exhorted Lena to dance.

Question:  Who danced, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt exhorted Lena to dance.\n\nQuestion:  Who danced, Kurt or Lena?\nAnswer: ', ' Lena danced')"
505,jurassic-large,object-control,begged,to leave,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt begged Lena to leave.

Question:  Who left, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt begged Lena to leave.\n\nQuestion:  Who left, Kurt or Lena?\nAnswer: ', ' Lena left')"
506,jurassic-large,object-control,begged,to call home,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt begged Lena to call home.

Question:  Who called home, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt begged Lena to call home.\n\nQuestion:  Who called home, Kurt or Lena?\nAnswer: ', ' Lena called')"
507,jurassic-large,object-control,begged,to reply,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt begged Lena to reply.

Question:  Who replied, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt begged Lena to reply.\n\nQuestion:  Who replied, Kurt or Lena?\nAnswer: ', ' Lena replied')"
508,jurassic-large,object-control,begged,to wipe the counter,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt begged Lena to wipe the counter.

Question:  Who wiped the counter, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt begged Lena to wipe the counter.\n\nQuestion:  Who wiped the counter, Kurt or Lena?\nAnswer: ', ' Lena wiped')"
509,jurassic-large,object-control,begged,to dance,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt begged Lena to dance.

Question:  Who danced, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt begged Lena to dance.\n\nQuestion:  Who danced, Kurt or Lena?\nAnswer: ', ' Lena danced')"
510,jurassic-large,object-control,entreated,to leave,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt entreated Lena to leave.

Question:  Who left, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt entreated Lena to leave.\n\nQuestion:  Who left, Kurt or Lena?\nAnswer: ', ' Lena left')"
511,jurassic-large,object-control,entreated,to call home,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt entreated Lena to call home.

Question:  Who called home, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt entreated Lena to call home.\n\nQuestion:  Who called home, Kurt or Lena?\nAnswer: ', ' Lena called')"
512,jurassic-large,object-control,entreated,to reply,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt entreated Lena to reply.

Question:  Who replied, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt entreated Lena to reply.\n\nQuestion:  Who replied, Kurt or Lena?\nAnswer: ', ' Lena replied')"
513,jurassic-large,object-control,entreated,to wipe the counter,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt entreated Lena to wipe the counter.

Question:  Who wiped the counter, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt entreated Lena to wipe the counter.\n\nQuestion:  Who wiped the counter, Kurt or Lena?\nAnswer: ', ' Lena wiped')"
514,jurassic-large,object-control,entreated,to dance,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt entreated Lena to dance.

Question:  Who danced, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt entreated Lena to dance.\n\nQuestion:  Who danced, Kurt or Lena?\nAnswer: ', ' Lena danced')"
515,jurassic-large,object-control,called upon,to leave,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt called upon Lena to leave.

Question:  Who left, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt called upon Lena to leave.\n\nQuestion:  Who left, Kurt or Lena?\nAnswer: ', ' Lena left')"
516,jurassic-large,object-control,called upon,to call home,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt called upon Lena to call home.

Question:  Who called home, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt called upon Lena to call home.\n\nQuestion:  Who called home, Kurt or Lena?\nAnswer: ', ' Lena called')"
517,jurassic-large,object-control,called upon,to reply,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt called upon Lena to reply.

Question:  Who replied, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt called upon Lena to reply.\n\nQuestion:  Who replied, Kurt or Lena?\nAnswer: ', ' Lena replied')"
