,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1
1220,jurassic-jumbo,object-control,Stephanie,William,False,urged,to come,William,other,"You will be given a context and a question.
Context: Stephanie urged William to come.

Question: Who urged someone to come?
Answer: Stephanie
Question: Who was urged to come?
Answer: William
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Stephanie urged William to come.\n\nQuestion: Who urged someone to come?\nAnswer: Stephanie\nQuestion: Who was urged to come?\nAnswer: William\nQuestion: Who came?\nAnswer: ', '?\n')",1220.0,1220.0,
1221,jurassic-jumbo,object-control,Stephanie,William,False,urged,to go,William,other,"You will be given a context and a question.
Context: Stephanie urged William to go.

Question: Who urged someone to go?
Answer: Stephanie
Question: Who was urged to go?
Answer: William
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Stephanie urged William to go.\n\nQuestion: Who urged someone to go?\nAnswer: Stephanie\nQuestion: Who was urged to go?\nAnswer: William\nQuestion: Who went?\nAnswer: ', '?\n')",1221.0,1221.0,
1222,jurassic-jumbo,object-control,Stephanie,William,False,urged,to read,William,other,"You will be given a context and a question.
Context: Stephanie urged William to read.

Question: Who was urged to read?
Answer: William
Question: Who urged someone to read?
Answer: Stephanie
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Stephanie urged William to read.\n\nQuestion: Who was urged to read?\nAnswer: William\nQuestion: Who urged someone to read?\nAnswer: Stephanie\nQuestion: Who read?\nAnswer: ', '?\n')",1222.0,1222.0,
1223,jurassic-jumbo,object-control,Stephanie,William,False,urged,to run,William,other,"You will be given a context and a question.
Context: Stephanie urged William to run.

Question: Who urged someone to run?
Answer: Stephanie
Question: Who was urged to run?
Answer: William
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Stephanie urged William to run.\n\nQuestion: Who urged someone to run?\nAnswer: Stephanie\nQuestion: Who was urged to run?\nAnswer: William\nQuestion: Who ran?\nAnswer: ', '?\n')",1223.0,1223.0,
1224,jurassic-jumbo,object-control,Stephanie,William,False,urged,to call,William,other,"You will be given a context and a question.
Context: Stephanie urged William to call.

Question: Who urged someone to call?
Answer: Stephanie
Question: Who was urged to call?
Answer: William
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Stephanie urged William to call.\n\nQuestion: Who urged someone to call?\nAnswer: Stephanie\nQuestion: Who was urged to call?\nAnswer: William\nQuestion: Who called?\nAnswer: ', '?\n')",1224.0,1224.0,
1225,jurassic-jumbo,object-control,Stephanie,William,False,asked,to come,William,other,"You will be given a context and a question.
Context: Stephanie asked William to come.

Question: Who was asked to come?
Answer: William
Question: Who asked someone to come?
Answer: Stephanie
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Stephanie asked William to come.\n\nQuestion: Who was asked to come?\nAnswer: William\nQuestion: Who asked someone to come?\nAnswer: Stephanie\nQuestion: Who came?\nAnswer: ', '?\n')",1225.0,1225.0,
1226,jurassic-jumbo,object-control,Stephanie,William,False,asked,to go,William,other,"You will be given a context and a question.
Context: Stephanie asked William to go.

Question: Who was asked to go?
Answer: William
Question: Who asked someone to go?
Answer: Stephanie
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Stephanie asked William to go.\n\nQuestion: Who was asked to go?\nAnswer: William\nQuestion: Who asked someone to go?\nAnswer: Stephanie\nQuestion: Who went?\nAnswer: ', '?\n')",1226.0,1226.0,
1227,jurassic-jumbo,object-control,Stephanie,William,False,asked,to read,William,other,"You will be given a context and a question.
Context: Stephanie asked William to read.

Question: Who was asked to read?
Answer: William
Question: Who asked someone to read?
Answer: Stephanie
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Stephanie asked William to read.\n\nQuestion: Who was asked to read?\nAnswer: William\nQuestion: Who asked someone to read?\nAnswer: Stephanie\nQuestion: Who read?\nAnswer: ', '?\n')",1227.0,1227.0,
1228,jurassic-jumbo,object-control,Stephanie,William,False,asked,to run,William,other,"You will be given a context and a question.
Context: Stephanie asked William to run.

Question: Who was asked to run?
Answer: William
Question: Who asked someone to run?
Answer: Stephanie
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Stephanie asked William to run.\n\nQuestion: Who was asked to run?\nAnswer: William\nQuestion: Who asked someone to run?\nAnswer: Stephanie\nQuestion: Who ran?\nAnswer: ', '?\n')",1228.0,1228.0,
1229,jurassic-jumbo,object-control,Stephanie,William,False,asked,to call,William,other,"You will be given a context and a question.
Context: Stephanie asked William to call.

Question: Who asked someone to call?
Answer: Stephanie
Question: Who was asked to call?
Answer: William
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Stephanie asked William to call.\n\nQuestion: Who asked someone to call?\nAnswer: Stephanie\nQuestion: Who was asked to call?\nAnswer: William\nQuestion: Who called?\nAnswer: ', '?\n')",1229.0,1229.0,
1230,jurassic-jumbo,object-control,Stephanie,William,False,persuaded,to come,William,William,"You will be given a context and a question.
Context: Stephanie persuaded William to come.

Question: Who was persuaded to come?
Answer: William
Question: Who persuaded someone to come?
Answer: Stephanie
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Stephanie persuaded William to come.\n\nQuestion: Who was persuaded to come?\nAnswer: William\nQuestion: Who persuaded someone to come?\nAnswer: Stephanie\nQuestion: Who came?\nAnswer: ', '(William')",1230.0,1230.0,
1231,jurassic-jumbo,object-control,Stephanie,William,False,persuaded,to go,William,other,"You will be given a context and a question.
Context: Stephanie persuaded William to go.

Question: Who persuaded someone to go?
Answer: Stephanie
Question: Who was persuaded to go?
Answer: William
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Stephanie persuaded William to go.\n\nQuestion: Who persuaded someone to go?\nAnswer: Stephanie\nQuestion: Who was persuaded to go?\nAnswer: William\nQuestion: Who went?\nAnswer: ', '?\n')",1231.0,1231.0,
1232,jurassic-jumbo,object-control,Stephanie,William,False,persuaded,to read,William,William,"You will be given a context and a question.
Context: Stephanie persuaded William to read.

Question: Who was persuaded to read?
Answer: William
Question: Who persuaded someone to read?
Answer: Stephanie
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Stephanie persuaded William to read.\n\nQuestion: Who was persuaded to read?\nAnswer: William\nQuestion: Who persuaded someone to read?\nAnswer: Stephanie\nQuestion: Who read?\nAnswer: ', '(William')",1232.0,1232.0,
1233,jurassic-jumbo,object-control,Stephanie,William,False,persuaded,to run,William,William,"You will be given a context and a question.
Context: Stephanie persuaded William to run.

Question: Who was persuaded to run?
Answer: William
Question: Who persuaded someone to run?
Answer: Stephanie
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Stephanie persuaded William to run.\n\nQuestion: Who was persuaded to run?\nAnswer: William\nQuestion: Who persuaded someone to run?\nAnswer: Stephanie\nQuestion: Who ran?\nAnswer: ', '(William')",1233.0,1233.0,
1234,jurassic-jumbo,object-control,Stephanie,William,False,persuaded,to call,William,William,"You will be given a context and a question.
Context: Stephanie persuaded William to call.

Question: Who was persuaded to call?
Answer: William
Question: Who persuaded someone to call?
Answer: Stephanie
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Stephanie persuaded William to call.\n\nQuestion: Who was persuaded to call?\nAnswer: William\nQuestion: Who persuaded someone to call?\nAnswer: Stephanie\nQuestion: Who called?\nAnswer: ', '(William')",1234.0,1234.0,
1235,jurassic-jumbo,object-control,Stephanie,William,False,convinced,to come,William,other,"You will be given a context and a question.
Context: Stephanie convinced William to come.

Question: Who convinced someone to come?
Answer: Stephanie
Question: Who was convinced to come?
Answer: William
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Stephanie convinced William to come.\n\nQuestion: Who convinced someone to come?\nAnswer: Stephanie\nQuestion: Who was convinced to come?\nAnswer: William\nQuestion: Who came?\nAnswer: ', '(S')",1235.0,1235.0,
1236,jurassic-jumbo,object-control,Stephanie,William,False,convinced,to go,William,other,"You will be given a context and a question.
Context: Stephanie convinced William to go.

Question: Who convinced someone to go?
Answer: Stephanie
Question: Who was convinced to go?
Answer: William
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Stephanie convinced William to go.\n\nQuestion: Who convinced someone to go?\nAnswer: Stephanie\nQuestion: Who was convinced to go?\nAnswer: William\nQuestion: Who went?\nAnswer: ', '(S')",1236.0,1236.0,
1237,jurassic-jumbo,object-control,Stephanie,William,False,convinced,to read,William,other,"You will be given a context and a question.
Context: Stephanie convinced William to read.

Question: Who convinced someone to read?
Answer: Stephanie
Question: Who was convinced to read?
Answer: William
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Stephanie convinced William to read.\n\nQuestion: Who convinced someone to read?\nAnswer: Stephanie\nQuestion: Who was convinced to read?\nAnswer: William\nQuestion: Who read?\nAnswer: ', '____')",1237.0,1237.0,
1238,jurassic-jumbo,object-control,Stephanie,William,False,convinced,to run,William,other,"You will be given a context and a question.
Context: Stephanie convinced William to run.

Question: Who convinced someone to run?
Answer: Stephanie
Question: Who was convinced to run?
Answer: William
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Stephanie convinced William to run.\n\nQuestion: Who convinced someone to run?\nAnswer: Stephanie\nQuestion: Who was convinced to run?\nAnswer: William\nQuestion: Who ran?\nAnswer: ', '(S')",1238.0,1238.0,
1239,jurassic-jumbo,object-control,Stephanie,William,False,convinced,to call,William,William,"You will be given a context and a question.
Context: Stephanie convinced William to call.

Question: Who was convinced to call?
Answer: William
Question: Who convinced someone to call?
Answer: Stephanie
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Stephanie convinced William to call.\n\nQuestion: Who was convinced to call?\nAnswer: William\nQuestion: Who convinced someone to call?\nAnswer: Stephanie\nQuestion: Who called?\nAnswer: ', '(William')",1239.0,1239.0,
1240,jurassic-jumbo,object-control,Stephanie,William,False,forced,to come,William,William,"You will be given a context and a question.
Context: Stephanie forced William to come.

Question: Who was forced to come?
Answer: William
Question: Who forced someone to come?
Answer: Stephanie
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Stephanie forced William to come.\n\nQuestion: Who was forced to come?\nAnswer: William\nQuestion: Who forced someone to come?\nAnswer: Stephanie\nQuestion: Who came?\nAnswer: ', '(William')",1240.0,1240.0,
1241,jurassic-jumbo,object-control,Stephanie,William,False,forced,to go,William,other,"You will be given a context and a question.
Context: Stephanie forced William to go.

Question: Who forced someone to go?
Answer: Stephanie
Question: Who was forced to go?
Answer: William
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Stephanie forced William to go.\n\nQuestion: Who forced someone to go?\nAnswer: Stephanie\nQuestion: Who was forced to go?\nAnswer: William\nQuestion: Who went?\nAnswer: ', '?\n')",1241.0,1241.0,
1242,jurassic-jumbo,object-control,Stephanie,William,False,forced,to read,William,William,"You will be given a context and a question.
Context: Stephanie forced William to read.

Question: Who was forced to read?
Answer: William
Question: Who forced someone to read?
Answer: Stephanie
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Stephanie forced William to read.\n\nQuestion: Who was forced to read?\nAnswer: William\nQuestion: Who forced someone to read?\nAnswer: Stephanie\nQuestion: Who read?\nAnswer: ', '(William')",1242.0,1242.0,
1243,jurassic-jumbo,object-control,Stephanie,William,False,forced,to run,William,William,"You will be given a context and a question.
Context: Stephanie forced William to run.

Question: Who was forced to run?
Answer: William
Question: Who forced someone to run?
Answer: Stephanie
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Stephanie forced William to run.\n\nQuestion: Who was forced to run?\nAnswer: William\nQuestion: Who forced someone to run?\nAnswer: Stephanie\nQuestion: Who ran?\nAnswer: ', '(William')",1243.0,1243.0,
1244,jurassic-jumbo,object-control,Stephanie,William,False,forced,to call,William,other,"You will be given a context and a question.
Context: Stephanie forced William to call.

Question: Who forced someone to call?
Answer: Stephanie
Question: Who was forced to call?
Answer: William
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Stephanie forced William to call.\n\nQuestion: Who forced someone to call?\nAnswer: Stephanie\nQuestion: Who was forced to call?\nAnswer: William\nQuestion: Who called?\nAnswer: ', '?\n')",1244.0,1244.0,
1245,jurassic-jumbo,object-control,Stephanie,William,False,pushed,to come,William,William,"You will be given a context and a question.
Context: Stephanie pushed William to come.

Question: Who was pushed to come?
Answer: William
Question: Who pushed someone to come?
Answer: Stephanie
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Stephanie pushed William to come.\n\nQuestion: Who was pushed to come?\nAnswer: William\nQuestion: Who pushed someone to come?\nAnswer: Stephanie\nQuestion: Who came?\nAnswer: ', '(William')",1245.0,1245.0,
1246,jurassic-jumbo,object-control,Stephanie,William,False,pushed,to go,William,other,"You will be given a context and a question.
Context: Stephanie pushed William to go.

Question: Who pushed someone to go?
Answer: Stephanie
Question: Who was pushed to go?
Answer: William
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Stephanie pushed William to go.\n\nQuestion: Who pushed someone to go?\nAnswer: Stephanie\nQuestion: Who was pushed to go?\nAnswer: William\nQuestion: Who went?\nAnswer: ', '?\n')",1246.0,1246.0,
1247,jurassic-jumbo,object-control,Stephanie,William,False,pushed,to read,William,other,"You will be given a context and a question.
Context: Stephanie pushed William to read.

Question: Who pushed someone to read?
Answer: Stephanie
Question: Who was pushed to read?
Answer: William
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Stephanie pushed William to read.\n\nQuestion: Who pushed someone to read?\nAnswer: Stephanie\nQuestion: Who was pushed to read?\nAnswer: William\nQuestion: Who read?\nAnswer: ', '?\n')",1247.0,1247.0,
1248,jurassic-jumbo,object-control,Stephanie,William,False,pushed,to run,William,other,"You will be given a context and a question.
Context: Stephanie pushed William to run.

Question: Who pushed someone to run?
Answer: Stephanie
Question: Who was pushed to run?
Answer: William
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Stephanie pushed William to run.\n\nQuestion: Who pushed someone to run?\nAnswer: Stephanie\nQuestion: Who was pushed to run?\nAnswer: William\nQuestion: Who ran?\nAnswer: ', '?\n')",1248.0,1248.0,
1249,jurassic-jumbo,object-control,Stephanie,William,False,pushed,to call,William,other,"You will be given a context and a question.
Context: Stephanie pushed William to call.

Question: Who was pushed to call?
Answer: William
Question: Who pushed someone to call?
Answer: Stephanie
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Stephanie pushed William to call.\n\nQuestion: Who was pushed to call?\nAnswer: William\nQuestion: Who pushed someone to call?\nAnswer: Stephanie\nQuestion: Who called?\nAnswer: ', '?\n')",1249.0,1249.0,
1250,jurassic-jumbo,object-control,William,Avery,False,told,to come,Avery,Avery,"You will be given a context and a question.
Context: William told Avery to come.

Question: Who was told to come?
Answer: Avery
Question: Who told someone to come?
Answer: William
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: William told Avery to come.\n\nQuestion: Who was told to come?\nAnswer: Avery\nQuestion: Who told someone to come?\nAnswer: William\nQuestion: Who came?\nAnswer: ', '(A')",1250.0,1250.0,
1251,jurassic-jumbo,object-control,William,Avery,False,told,to go,Avery,William,"You will be given a context and a question.
Context: William told Avery to go.

Question: Who told someone to go?
Answer: William
Question: Who was told to go?
Answer: Avery
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: William told Avery to go.\n\nQuestion: Who told someone to go?\nAnswer: William\nQuestion: Who was told to go?\nAnswer: Avery\nQuestion: Who went?\nAnswer: ', '(William')",1251.0,1251.0,
1252,jurassic-jumbo,object-control,William,Avery,False,told,to read,Avery,other,"You will be given a context and a question.
Context: William told Avery to read.

Question: Who was told to read?
Answer: Avery
Question: Who told someone to read?
Answer: William
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: William told Avery to read.\n\nQuestion: Who was told to read?\nAnswer: Avery\nQuestion: Who told someone to read?\nAnswer: William\nQuestion: Who read?\nAnswer: ', '?\n')",1252.0,1252.0,
1253,jurassic-jumbo,object-control,William,Avery,False,told,to run,Avery,Avery,"You will be given a context and a question.
Context: William told Avery to run.

Question: Who told someone to run?
Answer: William
Question: Who was told to run?
Answer: Avery
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: William told Avery to run.\n\nQuestion: Who told someone to run?\nAnswer: William\nQuestion: Who was told to run?\nAnswer: Avery\nQuestion: Who ran?\nAnswer: ', '(A')",1253.0,1253.0,
1254,jurassic-jumbo,object-control,William,Avery,False,told,to call,Avery,other,"You will be given a context and a question.
Context: William told Avery to call.

Question: Who told someone to call?
Answer: William
Question: Who was told to call?
Answer: Avery
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: William told Avery to call.\n\nQuestion: Who told someone to call?\nAnswer: William\nQuestion: Who was told to call?\nAnswer: Avery\nQuestion: Who called?\nAnswer: ', '?\n')",1254.0,1254.0,
1255,jurassic-jumbo,object-control,William,Avery,False,ordered,to come,Avery,other,"You will be given a context and a question.
Context: William ordered Avery to come.

Question: Who was ordered to come?
Answer: Avery
Question: Who ordered someone to come?
Answer: William
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: William ordered Avery to come.\n\nQuestion: Who was ordered to come?\nAnswer: Avery\nQuestion: Who ordered someone to come?\nAnswer: William\nQuestion: Who came?\nAnswer: ', '?\n')",1255.0,1255.0,
1256,jurassic-jumbo,object-control,William,Avery,False,ordered,to go,Avery,other,"You will be given a context and a question.
Context: William ordered Avery to go.

Question: Who was ordered to go?
Answer: Avery
Question: Who ordered someone to go?
Answer: William
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: William ordered Avery to go.\n\nQuestion: Who was ordered to go?\nAnswer: Avery\nQuestion: Who ordered someone to go?\nAnswer: William\nQuestion: Who went?\nAnswer: ', '?\n')",1256.0,1256.0,
1257,jurassic-jumbo,object-control,William,Avery,False,ordered,to read,Avery,William,"You will be given a context and a question.
Context: William ordered Avery to read.

Question: Who ordered someone to read?
Answer: William
Question: Who was ordered to read?
Answer: Avery
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: William ordered Avery to read.\n\nQuestion: Who ordered someone to read?\nAnswer: William\nQuestion: Who was ordered to read?\nAnswer: Avery\nQuestion: Who read?\nAnswer: ', '(William')",1257.0,1257.0,
1258,jurassic-jumbo,object-control,William,Avery,False,ordered,to run,Avery,Avery,"You will be given a context and a question.
Context: William ordered Avery to run.

Question: Who ordered someone to run?
Answer: William
Question: Who was ordered to run?
Answer: Avery
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: William ordered Avery to run.\n\nQuestion: Who ordered someone to run?\nAnswer: William\nQuestion: Who was ordered to run?\nAnswer: Avery\nQuestion: Who ran?\nAnswer: ', '(A')",1258.0,1258.0,
1259,jurassic-jumbo,object-control,William,Avery,False,ordered,to call,Avery,other,"You will be given a context and a question.
Context: William ordered Avery to call.

Question: Who ordered someone to call?
Answer: William
Question: Who was ordered to call?
Answer: Avery
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: William ordered Avery to call.\n\nQuestion: Who ordered someone to call?\nAnswer: William\nQuestion: Who was ordered to call?\nAnswer: Avery\nQuestion: Who called?\nAnswer: ', '?\n')",1259.0,1259.0,
1260,jurassic-jumbo,object-control,William,Avery,False,called upon,to come,Avery,William,"You will be given a context and a question.
Context: William called upon Avery to come.

Question: Who called upon someone to come?
Answer: William
Question: Who was called upon to come?
Answer: Avery
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: William called upon Avery to come.\n\nQuestion: Who called upon someone to come?\nAnswer: William\nQuestion: Who was called upon to come?\nAnswer: Avery\nQuestion: Who came?\nAnswer: ', '(William')",1260.0,1260.0,
1261,jurassic-jumbo,object-control,William,Avery,False,called upon,to go,Avery,other,"You will be given a context and a question.
Context: William called upon Avery to go.

Question: Who was called upon to go?
Answer: Avery
Question: Who called upon someone to go?
Answer: William
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: William called upon Avery to go.\n\nQuestion: Who was called upon to go?\nAnswer: Avery\nQuestion: Who called upon someone to go?\nAnswer: William\nQuestion: Who went?\nAnswer: ', '?\n')",1261.0,1261.0,
1262,jurassic-jumbo,object-control,William,Avery,False,called upon,to read,Avery,other,"You will be given a context and a question.
Context: William called upon Avery to read.

Question: Who was called upon to read?
Answer: Avery
Question: Who called upon someone to read?
Answer: William
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: William called upon Avery to read.\n\nQuestion: Who was called upon to read?\nAnswer: Avery\nQuestion: Who called upon someone to read?\nAnswer: William\nQuestion: Who read?\nAnswer: ', '____')",1262.0,1262.0,
1263,jurassic-jumbo,object-control,William,Avery,False,called upon,to run,Avery,William,"You will be given a context and a question.
Context: William called upon Avery to run.

Question: Who called upon someone to run?
Answer: William
Question: Who was called upon to run?
Answer: Avery
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: William called upon Avery to run.\n\nQuestion: Who called upon someone to run?\nAnswer: William\nQuestion: Who was called upon to run?\nAnswer: Avery\nQuestion: Who ran?\nAnswer: ', '(William')",1263.0,1263.0,
1264,jurassic-jumbo,object-control,William,Avery,False,called upon,to call,Avery,other,"You will be given a context and a question.
Context: William called upon Avery to call.

Question: Who was called upon to call?
Answer: Avery
Question: Who called upon someone to call?
Answer: William
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: William called upon Avery to call.\n\nQuestion: Who was called upon to call?\nAnswer: Avery\nQuestion: Who called upon someone to call?\nAnswer: William\nQuestion: Who called?\nAnswer: ', 'Caller\n')",1264.0,1264.0,
1265,jurassic-jumbo,object-control,William,Avery,False,reminded,to come,Avery,Avery,"You will be given a context and a question.
Context: William reminded Avery to come.

Question: Who was reminded to come?
Answer: Avery
Question: Who reminded someone to come?
Answer: William
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: William reminded Avery to come.\n\nQuestion: Who was reminded to come?\nAnswer: Avery\nQuestion: Who reminded someone to come?\nAnswer: William\nQuestion: Who came?\nAnswer: ', '(A')",1265.0,1265.0,
1266,jurassic-jumbo,object-control,William,Avery,False,reminded,to go,Avery,William,"You will be given a context and a question.
Context: William reminded Avery to go.

Question: Who reminded someone to go?
Answer: William
Question: Who was reminded to go?
Answer: Avery
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: William reminded Avery to go.\n\nQuestion: Who reminded someone to go?\nAnswer: William\nQuestion: Who was reminded to go?\nAnswer: Avery\nQuestion: Who went?\nAnswer: ', '(William')",1266.0,1266.0,
1267,jurassic-jumbo,object-control,William,Avery,False,reminded,to read,Avery,William,"You will be given a context and a question.
Context: William reminded Avery to read.

Question: Who reminded someone to read?
Answer: William
Question: Who was reminded to read?
Answer: Avery
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: William reminded Avery to read.\n\nQuestion: Who reminded someone to read?\nAnswer: William\nQuestion: Who was reminded to read?\nAnswer: Avery\nQuestion: Who read?\nAnswer: ', '(William')",1267.0,1267.0,
1268,jurassic-jumbo,object-control,William,Avery,False,reminded,to run,Avery,Avery,"You will be given a context and a question.
Context: William reminded Avery to run.

Question: Who was reminded to run?
Answer: Avery
Question: Who reminded someone to run?
Answer: William
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: William reminded Avery to run.\n\nQuestion: Who was reminded to run?\nAnswer: Avery\nQuestion: Who reminded someone to run?\nAnswer: William\nQuestion: Who ran?\nAnswer: ', '(A')",1268.0,1268.0,
1269,jurassic-jumbo,object-control,William,Avery,False,reminded,to call,Avery,other,"You will be given a context and a question.
Context: William reminded Avery to call.

Question: Who was reminded to call?
Answer: Avery
Question: Who reminded someone to call?
Answer: William
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: William reminded Avery to call.\n\nQuestion: Who was reminded to call?\nAnswer: Avery\nQuestion: Who reminded someone to call?\nAnswer: William\nQuestion: Who called?\nAnswer: ', '?\n')",1269.0,1269.0,
1270,jurassic-jumbo,object-control,William,Avery,False,urged,to come,Avery,other,"You will be given a context and a question.
Context: William urged Avery to come.

Question: Who was urged to come?
Answer: Avery
Question: Who urged someone to come?
Answer: William
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: William urged Avery to come.\n\nQuestion: Who was urged to come?\nAnswer: Avery\nQuestion: Who urged someone to come?\nAnswer: William\nQuestion: Who came?\nAnswer: ', '?\n')",1270.0,1270.0,
1271,jurassic-jumbo,object-control,William,Avery,False,urged,to go,Avery,other,"You will be given a context and a question.
Context: William urged Avery to go.

Question: Who was urged to go?
Answer: Avery
Question: Who urged someone to go?
Answer: William
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: William urged Avery to go.\n\nQuestion: Who was urged to go?\nAnswer: Avery\nQuestion: Who urged someone to go?\nAnswer: William\nQuestion: Who went?\nAnswer: ', '?\n')",1271.0,1271.0,
1272,jurassic-jumbo,object-control,William,Avery,False,urged,to read,Avery,other,"You will be given a context and a question.
Context: William urged Avery to read.

Question: Who urged someone to read?
Answer: William
Question: Who was urged to read?
Answer: Avery
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: William urged Avery to read.\n\nQuestion: Who urged someone to read?\nAnswer: William\nQuestion: Who was urged to read?\nAnswer: Avery\nQuestion: Who read?\nAnswer: ', '____')",1272.0,1272.0,
1273,jurassic-jumbo,object-control,William,Avery,False,urged,to run,Avery,other,"You will be given a context and a question.
Context: William urged Avery to run.

Question: Who urged someone to run?
Answer: William
Question: Who was urged to run?
Answer: Avery
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: William urged Avery to run.\n\nQuestion: Who urged someone to run?\nAnswer: William\nQuestion: Who was urged to run?\nAnswer: Avery\nQuestion: Who ran?\nAnswer: ', '?\n')",1273.0,1273.0,
1274,jurassic-jumbo,object-control,William,Avery,False,urged,to call,Avery,other,"You will be given a context and a question.
Context: William urged Avery to call.

Question: Who urged someone to call?
Answer: William
Question: Who was urged to call?
Answer: Avery
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: William urged Avery to call.\n\nQuestion: Who urged someone to call?\nAnswer: William\nQuestion: Who was urged to call?\nAnswer: Avery\nQuestion: Who called?\nAnswer: ', '?\n')",1274.0,1274.0,
1275,jurassic-jumbo,object-control,William,Avery,False,asked,to come,Avery,other,"You will be given a context and a question.
Context: William asked Avery to come.

Question: Who was asked to come?
Answer: Avery
Question: Who asked someone to come?
Answer: William
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: William asked Avery to come.\n\nQuestion: Who was asked to come?\nAnswer: Avery\nQuestion: Who asked someone to come?\nAnswer: William\nQuestion: Who came?\nAnswer: ', '?\n')",1275.0,1275.0,
1276,jurassic-jumbo,object-control,William,Avery,False,asked,to go,Avery,other,"You will be given a context and a question.
Context: William asked Avery to go.

Question: Who was asked to go?
Answer: Avery
Question: Who asked someone to go?
Answer: William
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: William asked Avery to go.\n\nQuestion: Who was asked to go?\nAnswer: Avery\nQuestion: Who asked someone to go?\nAnswer: William\nQuestion: Who went?\nAnswer: ', '?\n')",1276.0,1276.0,
1277,jurassic-jumbo,object-control,William,Avery,False,asked,to read,Avery,William,"You will be given a context and a question.
Context: William asked Avery to read.

Question: Who asked someone to read?
Answer: William
Question: Who was asked to read?
Answer: Avery
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: William asked Avery to read.\n\nQuestion: Who asked someone to read?\nAnswer: William\nQuestion: Who was asked to read?\nAnswer: Avery\nQuestion: Who read?\nAnswer: ', '(William')",1277.0,1277.0,
1278,jurassic-jumbo,object-control,William,Avery,False,asked,to run,Avery,other,"You will be given a context and a question.
Context: William asked Avery to run.

Question: Who was asked to run?
Answer: Avery
Question: Who asked someone to run?
Answer: William
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: William asked Avery to run.\n\nQuestion: Who was asked to run?\nAnswer: Avery\nQuestion: Who asked someone to run?\nAnswer: William\nQuestion: Who ran?\nAnswer: ', '?\n')",1278.0,1278.0,
