,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0,Unnamed: 0.1
2610,jurassic-jumbo,subject-control,the bartender,the lawyer,True,ordered,to come,the bartender,other,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender ordered the lawyer to come.

Question:  Who came, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender ordered the lawyer to come.\n\nQuestion:  Who came, the lawyer or the bartender?\nAnswer: ', ' the bartender\n')",2610.0,
2611,jurassic-jumbo,subject-control,the bartender,the lawyer,False,ordered,to come,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender ordered the lawyer to come.

Question:  Who came, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender ordered the lawyer to come.\n\nQuestion:  Who came, the bartender or the lawyer?\nAnswer: ', ' The bartender')",2611.0,
2612,jurassic-jumbo,subject-control,the bartender,the lawyer,True,ordered,to go,the bartender,other,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender ordered the lawyer to go.

Question:  Who went, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender ordered the lawyer to go.\n\nQuestion:  Who went, the lawyer or the bartender?\nAnswer: ', ' the bartender\n')",2612.0,
2613,jurassic-jumbo,subject-control,the bartender,the lawyer,False,ordered,to go,the bartender,other,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender ordered the lawyer to go.

Question:  Who went, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender ordered the lawyer to go.\n\nQuestion:  Who went, the bartender or the lawyer?\nAnswer: ', ' the bartender\n')",2613.0,
2614,jurassic-jumbo,subject-control,the bartender,the lawyer,True,ordered,to read,the bartender,other,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender ordered the lawyer to read.

Question:  Who read, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender ordered the lawyer to read.\n\nQuestion:  Who read, the lawyer or the bartender?\nAnswer: ', ' the bartender\n')",2614.0,
2615,jurassic-jumbo,subject-control,the bartender,the lawyer,False,ordered,to read,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender ordered the lawyer to read.

Question:  Who read, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender ordered the lawyer to read.\n\nQuestion:  Who read, the bartender or the lawyer?\nAnswer: ', ' The bartender')",2615.0,
2616,jurassic-jumbo,subject-control,the bartender,the lawyer,True,ordered,to run,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender ordered the lawyer to run.

Question:  Who ran, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender ordered the lawyer to run.\n\nQuestion:  Who ran, the lawyer or the bartender?\nAnswer: ', ' The bartender')",2616.0,
2617,jurassic-jumbo,subject-control,the bartender,the lawyer,False,ordered,to run,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender ordered the lawyer to run.

Question:  Who ran, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender ordered the lawyer to run.\n\nQuestion:  Who ran, the bartender or the lawyer?\nAnswer: ', ' The bartender')",2617.0,
2618,jurassic-jumbo,subject-control,the bartender,the lawyer,True,ordered,to call,the bartender,other,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender ordered the lawyer to call.

Question:  Who called, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender ordered the lawyer to call.\n\nQuestion:  Who called, the lawyer or the bartender?\nAnswer: ', ' the bartender\n')",2618.0,
2619,jurassic-jumbo,subject-control,the bartender,the lawyer,False,ordered,to call,the bartender,other,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender ordered the lawyer to call.

Question:  Who called, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender ordered the lawyer to call.\n\nQuestion:  Who called, the bartender or the lawyer?\nAnswer: ', ' the bartender\n')",2619.0,
2620,jurassic-jumbo,subject-control,the bartender,the lawyer,True,called upon,to come,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender called upon the lawyer to come.

Question:  Who came, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender called upon the lawyer to come.\n\nQuestion:  Who came, the lawyer or the bartender?\nAnswer: ', ' The bartender')",2620.0,
2621,jurassic-jumbo,subject-control,the bartender,the lawyer,False,called upon,to come,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender called upon the lawyer to come.

Question:  Who came, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender called upon the lawyer to come.\n\nQuestion:  Who came, the bartender or the lawyer?\nAnswer: ', ' The bartender')",2621.0,
2622,jurassic-jumbo,subject-control,the bartender,the lawyer,True,called upon,to go,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender called upon the lawyer to go.

Question:  Who went, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender called upon the lawyer to go.\n\nQuestion:  Who went, the lawyer or the bartender?\nAnswer: ', ' The bartender')",2622.0,
2623,jurassic-jumbo,subject-control,the bartender,the lawyer,False,called upon,to go,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender called upon the lawyer to go.

Question:  Who went, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender called upon the lawyer to go.\n\nQuestion:  Who went, the bartender or the lawyer?\nAnswer: ', ' The bartender')",2623.0,
2624,jurassic-jumbo,subject-control,the bartender,the lawyer,True,called upon,to read,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender called upon the lawyer to read.

Question:  Who read, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender called upon the lawyer to read.\n\nQuestion:  Who read, the lawyer or the bartender?\nAnswer: ', ' The bartender')",2624.0,
2625,jurassic-jumbo,subject-control,the bartender,the lawyer,False,called upon,to read,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender called upon the lawyer to read.

Question:  Who read, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender called upon the lawyer to read.\n\nQuestion:  Who read, the bartender or the lawyer?\nAnswer: ', ' The bartender')",2625.0,
2626,jurassic-jumbo,subject-control,the bartender,the lawyer,True,called upon,to run,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender called upon the lawyer to run.

Question:  Who ran, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender called upon the lawyer to run.\n\nQuestion:  Who ran, the lawyer or the bartender?\nAnswer: ', ' The bartender')",2626.0,
2627,jurassic-jumbo,subject-control,the bartender,the lawyer,False,called upon,to run,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender called upon the lawyer to run.

Question:  Who ran, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender called upon the lawyer to run.\n\nQuestion:  Who ran, the bartender or the lawyer?\nAnswer: ', ' The bartender')",2627.0,
2628,jurassic-jumbo,subject-control,the bartender,the lawyer,True,called upon,to call,the bartender,other,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender called upon the lawyer to call.

Question:  Who called, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender called upon the lawyer to call.\n\nQuestion:  Who called, the lawyer or the bartender?\nAnswer: ', ' the bartender\n')",2628.0,
2629,jurassic-jumbo,subject-control,the bartender,the lawyer,False,called upon,to call,the bartender,other,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender called upon the lawyer to call.

Question:  Who called, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender called upon the lawyer to call.\n\nQuestion:  Who called, the bartender or the lawyer?\nAnswer: ', ' the bartender\n')",2629.0,
2630,jurassic-jumbo,subject-control,the bartender,the lawyer,True,reminded,to come,the bartender,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender reminded the lawyer to come.

Question:  Who came, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender reminded the lawyer to come.\n\nQuestion:  Who came, the lawyer or the bartender?\nAnswer: ', ' the lawyer came')",2630.0,
2631,jurassic-jumbo,subject-control,the bartender,the lawyer,False,reminded,to come,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender reminded the lawyer to come.

Question:  Who came, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender reminded the lawyer to come.\n\nQuestion:  Who came, the bartender or the lawyer?\nAnswer: ', ' The bartender')",2631.0,
2632,jurassic-jumbo,subject-control,the bartender,the lawyer,True,reminded,to go,the bartender,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender reminded the lawyer to go.

Question:  Who went, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender reminded the lawyer to go.\n\nQuestion:  Who went, the lawyer or the bartender?\nAnswer: ', ' the lawyer went')",2632.0,
2633,jurassic-jumbo,subject-control,the bartender,the lawyer,False,reminded,to go,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender reminded the lawyer to go.

Question:  Who went, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender reminded the lawyer to go.\n\nQuestion:  Who went, the bartender or the lawyer?\nAnswer: ', ' The bartender')",2633.0,
2634,jurassic-jumbo,subject-control,the bartender,the lawyer,True,reminded,to read,the bartender,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender reminded the lawyer to read.

Question:  Who read, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender reminded the lawyer to read.\n\nQuestion:  Who read, the lawyer or the bartender?\nAnswer: ', ' The lawyer')",2634.0,
2635,jurassic-jumbo,subject-control,the bartender,the lawyer,False,reminded,to read,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender reminded the lawyer to read.

Question:  Who read, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender reminded the lawyer to read.\n\nQuestion:  Who read, the bartender or the lawyer?\nAnswer: ', ' The bartender')",2635.0,
2636,jurassic-jumbo,subject-control,the bartender,the lawyer,True,reminded,to run,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender reminded the lawyer to run.

Question:  Who ran, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender reminded the lawyer to run.\n\nQuestion:  Who ran, the lawyer or the bartender?\nAnswer: ', ' The bartender')",2636.0,
2637,jurassic-jumbo,subject-control,the bartender,the lawyer,False,reminded,to run,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender reminded the lawyer to run.

Question:  Who ran, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender reminded the lawyer to run.\n\nQuestion:  Who ran, the bartender or the lawyer?\nAnswer: ', ' The bartender')",2637.0,
2638,jurassic-jumbo,subject-control,the bartender,the lawyer,True,reminded,to call,the bartender,other,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender reminded the lawyer to call.

Question:  Who called, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender reminded the lawyer to call.\n\nQuestion:  Who called, the lawyer or the bartender?\nAnswer: ', ' the bartender\n')",2638.0,
2639,jurassic-jumbo,subject-control,the bartender,the lawyer,False,reminded,to call,the bartender,other,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender reminded the lawyer to call.

Question:  Who called, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender reminded the lawyer to call.\n\nQuestion:  Who called, the bartender or the lawyer?\nAnswer: ', ' the bartender\n')",2639.0,
2640,jurassic-jumbo,subject-control,the bartender,the lawyer,True,urged,to come,the bartender,other,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender urged the lawyer to come.

Question:  Who came, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender urged the lawyer to come.\n\nQuestion:  Who came, the lawyer or the bartender?\nAnswer: ', ' the bartender\n')",2640.0,
2641,jurassic-jumbo,subject-control,the bartender,the lawyer,False,urged,to come,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender urged the lawyer to come.

Question:  Who came, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender urged the lawyer to come.\n\nQuestion:  Who came, the bartender or the lawyer?\nAnswer: ', ' The bartender')",2641.0,
2642,jurassic-jumbo,subject-control,the bartender,the lawyer,True,urged,to go,the bartender,other,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender urged the lawyer to go.

Question:  Who went, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender urged the lawyer to go.\n\nQuestion:  Who went, the lawyer or the bartender?\nAnswer: ', ' the bartender\n')",2642.0,
2643,jurassic-jumbo,subject-control,the bartender,the lawyer,False,urged,to go,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender urged the lawyer to go.

Question:  Who went, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender urged the lawyer to go.\n\nQuestion:  Who went, the bartender or the lawyer?\nAnswer: ', ' The bartender')",2643.0,
2644,jurassic-jumbo,subject-control,the bartender,the lawyer,True,urged,to read,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender urged the lawyer to read.

Question:  Who read, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender urged the lawyer to read.\n\nQuestion:  Who read, the lawyer or the bartender?\nAnswer: ', ' The bartender')",2644.0,
2645,jurassic-jumbo,subject-control,the bartender,the lawyer,False,urged,to read,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender urged the lawyer to read.

Question:  Who read, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender urged the lawyer to read.\n\nQuestion:  Who read, the bartender or the lawyer?\nAnswer: ', ' The bartender')",2645.0,
2646,jurassic-jumbo,subject-control,the bartender,the lawyer,True,urged,to run,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender urged the lawyer to run.

Question:  Who ran, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender urged the lawyer to run.\n\nQuestion:  Who ran, the lawyer or the bartender?\nAnswer: ', ' The bartender')",2646.0,
2647,jurassic-jumbo,subject-control,the bartender,the lawyer,False,urged,to run,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender urged the lawyer to run.

Question:  Who ran, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender urged the lawyer to run.\n\nQuestion:  Who ran, the bartender or the lawyer?\nAnswer: ', ' The bartender')",2647.0,
2648,jurassic-jumbo,subject-control,the bartender,the lawyer,True,urged,to call,the bartender,other,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender urged the lawyer to call.

Question:  Who called, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender urged the lawyer to call.\n\nQuestion:  Who called, the lawyer or the bartender?\nAnswer: ', ' the bartender\n')",2648.0,
2649,jurassic-jumbo,subject-control,the bartender,the lawyer,False,urged,to call,the bartender,other,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender urged the lawyer to call.

Question:  Who called, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender urged the lawyer to call.\n\nQuestion:  Who called, the bartender or the lawyer?\nAnswer: ', ' the bartender\n')",2649.0,
2650,jurassic-jumbo,subject-control,the bartender,the lawyer,True,asked,to come,the bartender,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender asked the lawyer to come.

Question:  Who came, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender asked the lawyer to come.\n\nQuestion:  Who came, the lawyer or the bartender?\nAnswer: ', ' The lawyer')",2650.0,
2651,jurassic-jumbo,subject-control,the bartender,the lawyer,False,asked,to come,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender asked the lawyer to come.

Question:  Who came, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender asked the lawyer to come.\n\nQuestion:  Who came, the bartender or the lawyer?\nAnswer: ', ' The bartender')",2651.0,
2652,jurassic-jumbo,subject-control,the bartender,the lawyer,True,asked,to go,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender asked the lawyer to go.

Question:  Who went, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender asked the lawyer to go.\n\nQuestion:  Who went, the lawyer or the bartender?\nAnswer: ', ' The bartender')",2652.0,
2653,jurassic-jumbo,subject-control,the bartender,the lawyer,False,asked,to go,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender asked the lawyer to go.

Question:  Who went, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender asked the lawyer to go.\n\nQuestion:  Who went, the bartender or the lawyer?\nAnswer: ', ' The bartender')",2653.0,
2654,jurassic-jumbo,subject-control,the bartender,the lawyer,True,asked,to read,the bartender,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender asked the lawyer to read.

Question:  Who read, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender asked the lawyer to read.\n\nQuestion:  Who read, the lawyer or the bartender?\nAnswer: ', ' The lawyer')",2654.0,
2655,jurassic-jumbo,subject-control,the bartender,the lawyer,False,asked,to read,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender asked the lawyer to read.

Question:  Who read, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender asked the lawyer to read.\n\nQuestion:  Who read, the bartender or the lawyer?\nAnswer: ', ' The bartender')",2655.0,
2656,jurassic-jumbo,subject-control,the bartender,the lawyer,True,asked,to run,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender asked the lawyer to run.

Question:  Who ran, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender asked the lawyer to run.\n\nQuestion:  Who ran, the lawyer or the bartender?\nAnswer: ', ' The bartender')",2656.0,
2657,jurassic-jumbo,subject-control,the bartender,the lawyer,False,asked,to run,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender asked the lawyer to run.

Question:  Who ran, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender asked the lawyer to run.\n\nQuestion:  Who ran, the bartender or the lawyer?\nAnswer: ', ' The bartender')",2657.0,
2658,jurassic-jumbo,subject-control,the bartender,the lawyer,True,asked,to call,the bartender,other,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender asked the lawyer to call.

Question:  Who called, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender asked the lawyer to call.\n\nQuestion:  Who called, the lawyer or the bartender?\nAnswer: ', ' the bartender\n')",2658.0,
2659,jurassic-jumbo,subject-control,the bartender,the lawyer,False,asked,to call,the bartender,other,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender asked the lawyer to call.

Question:  Who called, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender asked the lawyer to call.\n\nQuestion:  Who called, the bartender or the lawyer?\nAnswer: ', ' the bartender\n')",2659.0,
2660,jurassic-jumbo,subject-control,the bartender,the lawyer,True,persuaded,to come,the bartender,other,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender persuaded the lawyer to come.

Question:  Who came, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender persuaded the lawyer to come.\n\nQuestion:  Who came, the lawyer or the bartender?\nAnswer: ', ' the bartender\n')",2660.0,
2661,jurassic-jumbo,subject-control,the bartender,the lawyer,False,persuaded,to come,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender persuaded the lawyer to come.

Question:  Who came, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender persuaded the lawyer to come.\n\nQuestion:  Who came, the bartender or the lawyer?\nAnswer: ', ' the bartender came')",2661.0,
2662,jurassic-jumbo,subject-control,the bartender,the lawyer,True,persuaded,to go,the bartender,other,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender persuaded the lawyer to go.

Question:  Who went, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender persuaded the lawyer to go.\n\nQuestion:  Who went, the lawyer or the bartender?\nAnswer: ', ' the bartender\n')",2662.0,
2663,jurassic-jumbo,subject-control,the bartender,the lawyer,False,persuaded,to go,the bartender,other,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender persuaded the lawyer to go.

Question:  Who went, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender persuaded the lawyer to go.\n\nQuestion:  Who went, the bartender or the lawyer?\nAnswer: ', ' the bartender\n')",2663.0,
2664,jurassic-jumbo,subject-control,the bartender,the lawyer,True,persuaded,to read,the bartender,other,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender persuaded the lawyer to read.

Question:  Who read, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender persuaded the lawyer to read.\n\nQuestion:  Who read, the lawyer or the bartender?\nAnswer: ', ' the bartender\n')",2664.0,
2665,jurassic-jumbo,subject-control,the bartender,the lawyer,False,persuaded,to read,the bartender,other,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender persuaded the lawyer to read.

Question:  Who read, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender persuaded the lawyer to read.\n\nQuestion:  Who read, the bartender or the lawyer?\nAnswer: ', ' the bartender\n')",2665.0,
2666,jurassic-jumbo,subject-control,the bartender,the lawyer,True,persuaded,to run,the bartender,other,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender persuaded the lawyer to run.

Question:  Who ran, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender persuaded the lawyer to run.\n\nQuestion:  Who ran, the lawyer or the bartender?\nAnswer: ', ' the bartender\n')",2666.0,
2667,jurassic-jumbo,subject-control,the bartender,the lawyer,False,persuaded,to run,the bartender,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".
Context: the bartender persuaded the lawyer to run.

Question:  Who ran, the bartender or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the lawyer"".\nContext: the bartender persuaded the lawyer to run.\n\nQuestion:  Who ran, the bartender or the lawyer?\nAnswer: ', ' The bartender')",2667.0,
2668,jurassic-jumbo,subject-control,the bartender,the lawyer,True,persuaded,to call,the bartender,other,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".
Context: the bartender persuaded the lawyer to call.

Question:  Who called, the lawyer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the bartender"".\nContext: the bartender persuaded the lawyer to call.\n\nQuestion:  Who called, the lawyer or the bartender?\nAnswer: ', ' the bartender\n')",2668.0,
